"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2012To31-Dec-2012 (Total-2438) (Total-2438)",,,,,,,,,
Sl no.,``````,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1020,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,25-Jan-12
1320,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1210,1152,25-Jan-12
1646,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1065,1065,1065,25-Jan-12
1838,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,1000,990,25-Jan-12
1941,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,988,988,988,25-Jan-12
2083,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,990,1002,995,25-Jan-12
2343,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1260,1055,25-Jan-12
2388,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1245,1245,1245,25-Jan-12
2430,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1003,900,25-Jan-12
251,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1037,1037,1037,27-Jan-12
385,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1130,1350,1275,27-Jan-12
584,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1400,1200,27-Jan-12
797,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1110,1190,1134,27-Jan-12
1019,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,27-Jan-12
1319,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1252,1155,27-Jan-12
1617,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,989,1095,1080,27-Jan-12
1645,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1050,1082,1065,27-Jan-12
2082,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,1002,995,27-Jan-12
2342,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1260,1080,27-Jan-12
2429,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,1051,900,27-Jan-12
384,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1130,1350,1275,28-Jan-12
583,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,965,1400,1150,28-Jan-12
796,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1066,1143,1143,28-Jan-12
1018,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1060,28-Jan-12
1318,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1040,1210,1125,28-Jan-12
1616,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,989,1095,1080,28-Jan-12
1837,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1020,1020,1020,28-Jan-12
1414,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1080,1080,1080,29-Jan-12
1490,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,29-Jan-12
1836,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,29-Jan-12
2017,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,980,1020,1000,29-Jan-12
250,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1041,1041,30-Jan-12
582,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1250,1100,30-Jan-12
795,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1329,1329,30-Jan-12
1017,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1080,1050,30-Jan-12
1056,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,900,900,30-Jan-12
1317,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1035,1211,1125,30-Jan-12
1615,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1047,1066,1060,30-Jan-12
1835,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,30-Jan-12
1940,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1017,1017,1017,30-Jan-12
2341,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1220,1035,30-Jan-12
249,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1001,1025,1021,31-Jan-12
383,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1450,1320,31-Jan-12
794,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1150,1210,1210,31-Jan-12
1016,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1100,1050,31-Jan-12
1316,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1032,1205,1110,31-Jan-12
1413,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1030,1070,1050,31-Jan-12
1453,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,31-Jan-12
1489,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,31-Jan-12
1644,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1073,1073,1073,31-Jan-12
1834,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,31-Jan-12
1849,Belgaum,Nippani,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1000,1000,31-Jan-12
2340,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,830,1235,1030,31-Jan-12
248,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1001,1035,1021,1-Feb-12
581,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,360,1350,1150,1-Feb-12
793,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1087,1087,1087,1-Feb-12
1015,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,1075,1045,1-Feb-12
1315,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1211,1125,1-Feb-12
1488,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,1-Feb-12
1833,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,1-Feb-12
1939,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,957,957,957,1-Feb-12
2339,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,700,1225,960,1-Feb-12
137,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,960,1050,1000,2-Feb-12
247,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1002,1041,1021,2-Feb-12
580,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1226,1100,2-Feb-12
792,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1117,1250,1250,2-Feb-12
1014,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1070,2-Feb-12
1314,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1211,1125,2-Feb-12
1487,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,2-Feb-12
1614,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1035,1043,1035,2-Feb-12
1643,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1050,1066,1062,2-Feb-12
1832,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,1050,1015,2-Feb-12
2338,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1030,1215,1120,2-Feb-12
136,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,960,960,960,3-Feb-12
246,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1005,1005,1005,3-Feb-12
579,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1200,1100,3-Feb-12
791,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1047,1246,1121,3-Feb-12
1013,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,975,1075,1050,3-Feb-12
1079,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,985,1000,995,3-Feb-12
1313,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1035,1215,1155,3-Feb-12
1642,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1069,1069,1069,3-Feb-12
1938,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,826,826,826,3-Feb-12
2337,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,925,1305,1115,3-Feb-12
578,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1251,1100,4-Feb-12
1312,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1015,1215,1125,4-Feb-12
1831,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,4-Feb-12
1937,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,926,926,926,4-Feb-12
2336,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,880,1305,1090,4-Feb-12
1830,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,5-Feb-12
2016,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1000,980,5-Feb-12
245,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,980,980,6-Feb-12
577,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1210,1150,6-Feb-12
790,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1207,1259,1259,6-Feb-12
1012,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,6-Feb-12
1311,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1005,1212,1115,6-Feb-12
1412,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1080,1080,1080,6-Feb-12
1613,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1042,1096,1060,6-Feb-12
1641,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1072,1072,1072,6-Feb-12
1829,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1051,1051,1051,6-Feb-12
1936,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,826,969,969,6-Feb-12
2335,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,820,1260,1040,6-Feb-12
382,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,7-Feb-12
576,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1250,1150,7-Feb-12
1011,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1095,1050,7-Feb-12
1411,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1000,1000,7-Feb-12
1486,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,7-Feb-12
1828,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1051,1051,1051,7-Feb-12
2334,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1255,1050,7-Feb-12
135,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1600,1100,8-Feb-12
575,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,965,1160,1080,8-Feb-12
789,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1042,1042,1042,8-Feb-12
1010,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1075,8-Feb-12
1310,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1040,1205,1125,8-Feb-12
1452,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,8-Feb-12
1640,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1062,1062,1062,8-Feb-12
1827,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1030,1030,8-Feb-12
1935,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1033,1046,1046,8-Feb-12
2333,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,910,1200,1055,8-Feb-12
381,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,9-Feb-12
574,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1100,1050,9-Feb-12
788,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1075,1075,1075,9-Feb-12
1009,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1035,1095,1065,9-Feb-12
1309,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,952,1201,1125,9-Feb-12
1410,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1060,1060,1060,9-Feb-12
1639,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1020,1065,1060,9-Feb-12
1826,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,9-Feb-12
1934,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,976,976,976,9-Feb-12
2332,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1240,1070,9-Feb-12
2428,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,950,950,950,9-Feb-12
134,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,900,1050,1000,10-Feb-12
380,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,10-Feb-12
573,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,975,1200,1100,10-Feb-12
787,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,10-Feb-12
1008,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1070,10-Feb-12
1308,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,975,1205,1155,10-Feb-12
1638,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1100,1100,10-Feb-12
1933,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,709,709,709,10-Feb-12
2331,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1230,1040,10-Feb-12
2427,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,950,850,10-Feb-12
244,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1025,1025,11-Feb-12
572,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1251,1100,11-Feb-12
1307,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,975,1205,1155,11-Feb-12
1485,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,11-Feb-12
2330,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,950,1280,1115,11-Feb-12
2426,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,951,900,11-Feb-12
1484,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,12-Feb-12
1825,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1026,1026,1026,12-Feb-12
2015,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,930,1000,960,12-Feb-12
133,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,800,1200,1000,13-Feb-12
243,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1076,1076,1076,13-Feb-12
379,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,13-Feb-12
571,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1250,1065,13-Feb-12
1007,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1100,1050,13-Feb-12
1306,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1040,1215,1165,13-Feb-12
1409,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,900,1100,1100,13-Feb-12
1451,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,13-Feb-12
1637,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,968,1056,1053,13-Feb-12
1824,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1026,1026,1026,13-Feb-12
2329,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1210,1030,13-Feb-12
242,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,971,971,971,14-Feb-12
378,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,14-Feb-12
570,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1030,1300,1150,14-Feb-12
786,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1013,1061,1025,14-Feb-12
1636,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1058,1058,1058,14-Feb-12
1823,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,14-Feb-12
1932,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,989,989,989,14-Feb-12
2328,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,895,1270,1080,14-Feb-12
2425,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,951,951,951,14-Feb-12
377,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,15-Feb-12
569,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1201,1050,15-Feb-12
1006,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1100,1050,15-Feb-12
1305,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1001,1205,1155,15-Feb-12
1822,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1026,1026,1026,15-Feb-12
2327,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1225,1035,15-Feb-12
132,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1075,1010,16-Feb-12
241,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1011,1011,1011,16-Feb-12
376,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1380,1180,16-Feb-12
568,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1210,1100,16-Feb-12
1005,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1110,1075,16-Feb-12
1304,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1035,1215,1151,16-Feb-12
1612,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,966,1009,1003,16-Feb-12
2326,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1225,1035,16-Feb-12
567,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1010,1000,17-Feb-12
1004,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1115,1085,17-Feb-12
1303,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,951,1152,1075,17-Feb-12
1931,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1052,1052,1052,17-Feb-12
2325,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1020,1220,1120,17-Feb-12
566,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1300,1150,18-Feb-12
785,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1155,1155,18-Feb-12
1003,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1075,18-Feb-12
1302,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,952,1152,1075,18-Feb-12
1821,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1026,1026,1026,18-Feb-12
2324,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,940,1300,1120,18-Feb-12
1820,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,990,990,990,19-Feb-12
131,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,800,1400,1000,21-Feb-12
1002,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1110,1080,21-Feb-12
1611,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,956,994,988,21-Feb-12
1819,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,990,990,990,21-Feb-12
2323,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1220,1060,21-Feb-12
2387,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1115,1115,1115,21-Feb-12
130,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1020,1020,1020,22-Feb-12
240,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,951,1021,1001,22-Feb-12
565,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,961,1240,1150,22-Feb-12
1001,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1042,1025,22-Feb-12
1301,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,955,1202,1052,22-Feb-12
1610,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,953,994,988,22-Feb-12
1818,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,990,990,990,22-Feb-12
2322,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,915,1330,1125,22-Feb-12
564,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1200,1100,23-Feb-12
1000,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,23-Feb-12
1300,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,952,1201,1125,23-Feb-12
1408,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,980,1000,1000,23-Feb-12
1635,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1051,1051,1051,23-Feb-12
1817,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,990,990,990,23-Feb-12
1930,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1021,1021,1021,23-Feb-12
2321,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1025,1220,1120,23-Feb-12
2424,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1029,1000,23-Feb-12
129,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,965,1075,1000,24-Feb-12
239,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,955,1021,1021,24-Feb-12
563,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,1151,1000,24-Feb-12
784,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1053,1140,1140,24-Feb-12
999,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,24-Feb-12
1299,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1175,1075,24-Feb-12
1634,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1054,1054,1054,24-Feb-12
2320,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,950,1230,1090,24-Feb-12
2423,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,1001,900,24-Feb-12
238,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,955,955,955,25-Feb-12
562,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,1151,1050,25-Feb-12
998,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1095,1065,25-Feb-12
